50.882	-1
51.303	0
51.725	-1
52.146	-1
52.567	0
52.989	-1
53.41	0
53.831	0
54.252	1
54.673	1
55.094	-2
55.515	-2
55.936	-3
56.357	0
56.778	-2
57.198	-1
57.619	1
58.04	0
58.46	-2
58.881	3
59.302	1
59.722	0
60.143	-1
60.563	-5
60.983	-2
61.404	-2
61.824	-3
62.244	-1
62.664	0
63.085	1
63.505	-3
63.925	-1
64.345	0
64.765	-1
65.185	2
65.605	-1
66.024	-2
66.444	0
66.864	0
67.284	-1
67.703	1
68.123	0
68.543	-1
68.962	-2
69.382	-2
69.801	-1
70.22	1
70.64	1
71.059	0
71.478	-3
71.898	-3
72.317	-1
72.736	-2
73.155	1
73.574	-1
73.993	3
74.412	-1
74.831	-1
75.25	0
75.668	-1
76.087	-1
76.506	1
76.925	0
77.343	3
77.762	-1
78.18	0
78.599	-1
79.017	-1
79.436	-2
79.854	-1
80.273	1
80.691	1
81.109	-4
81.527	0
81.945	3
82.364	4
82.782	-2
83.2	4
83.618	0
84.036	-1
84.453	2
84.871	2
85.289	4
85.707	1
86.124	1
86.542	-1
86.96	-2
87.377	3
87.795	4
88.212	2
88.63	2
89.047	1
89.465	4
89.882	5
90.299	4
90.716	1
91.133	3
91.551	5
91.968	4
92.385	3
92.802	2
93.219	3
93.636	5
94.052	4
94.469	6
94.886	1
95.303	6
95.719	7
96.136	5
96.553	4
96.969	4
97.386	0
97.802	1
98.219	5
98.635	3
99.051	4
99.468	5
99.884	3
100.3	3
100.716	4
101.132	5
101.548	4
101.964	5
102.38	4
102.796	3
103.212	4
103.628	6
104.044	5
104.459	4
104.875	6
105.291	8
105.706	4
106.122	5
106.537	3
106.953	4
107.368	7
107.784	3
108.199	2
108.614	2
109.03	6
109.445	8
109.86	4
110.275	3
110.69	6
111.105	5
111.52	6
111.935	5
112.35	6
112.765	5
113.18	5
113.595	8
114.009	5
114.424	5
114.839	4
115.253	5
115.668	3
116.082	7
116.497	5
116.911	8
117.325	6
117.74	6
118.154	5
118.568	5
118.982	7
119.397	6
119.811	2
120.225	2
120.639	6
121.053	3
121.467	9
121.881	6
122.294	6
122.708	7
123.122	6
123.536	5
123.949	8
124.363	6
124.776	6
125.19	4
125.603	5
126.017	4
126.43	3
126.844	3
127.257	7
127.67	6
128.083	7
128.497	8
128.91	3
129.323	6
129.736	9
130.149	7
130.562	2
130.975	7
131.388	5
131.8	8
132.213	5
132.626	8
133.039	5
133.451	4
133.864	6
134.276	6
134.689	10
135.101	10
135.514	6
135.926	10
136.338	3
136.751	6
137.163	3
137.575	7
137.987	5
138.399	7
138.811	4
139.223	10
139.635	7
140.047	6
140.459	7
140.871	6
141.283	3
141.695	6
142.106	6
142.518	6
142.929	5
143.341	1
143.753	5
144.164	6
144.576	6
144.987	5
145.398	9
145.81	6
146.221	9
146.632	6
147.043	6
147.454	6
147.865	8
148.276	5
148.687	6
149.098	8
149.509	5
149.92	6
150.331	11
150.742	9
151.152	5
151.563	8
151.974	6
152.384	7
152.795	6
153.205	10
153.616	4
154.026	4
154.437	6
154.847	3
155.257	10
155.668	6
156.078	5
156.488	8
156.898	4
157.308	6
157.718	8
158.128	7
158.538	4
158.948	5
159.358	4
159.767	6
160.177	7
160.587	6
160.997	4
161.406	9
161.816	8
162.225	4
162.635	7
163.044	9
163.454	7
163.863	8
164.272	6
164.682	6
165.091	7
165.5	7
165.909	7
166.318	6
166.727	6
167.136	9
167.545	6
167.954	8
168.363	5
168.772	7
169.181	6
169.589	8
169.998	6
170.407	7
170.815	9
171.224	9
171.632	5
172.041	8
172.449	10
172.858	5
173.266	5
173.674	6
174.082	9
174.491	6
174.899	2
175.307	6
175.715	5
176.123	8
176.531	5
176.939	7
177.347	4
177.755	7
178.162	6
178.57	8
178.978	7
179.386	7
179.793	3
180.201	6
180.608	8
181.016	6
181.423	10
181.831	4
182.238	9
182.645	6
183.053	7
183.46	10
183.867	9
184.274	8
184.681	5
185.088	7
185.495	6
185.902	6
186.309	5
186.716	7
187.123	8
187.53	4
187.936	7
188.343	5
188.75	9
189.156	8
189.563	7
189.969	5
190.376	5
190.782	7
191.189	4
191.595	8
192.001	3
192.408	9
192.814	9
193.22	7
193.626	9
194.032	6
194.438	6
194.844	6
195.25	7
195.656	6
196.062	5
196.468	8
196.873	4
197.279	7
197.685	7
198.09	12
198.496	6
198.902	5
199.307	8
199.713	6
200.118	5
200.523	9
200.929	8
201.334	7
201.739	8
202.144	5
202.549	9
202.955	3
203.36	6
203.765	6
204.17	5
204.575	6
204.979	7
205.384	4
205.789	7
206.194	7
206.598	5
207.003	7
207.408	9
207.812	5
208.217	4
208.621	5
209.026	10
209.43	9
209.835	9
210.239	7
210.643	6
211.047	7
211.451	5
211.856	6
212.26	8
212.664	6
213.068	6
213.472	3
213.876	7
214.279	4
214.683	7
215.087	7
215.491	6
215.894	8
216.298	7
216.702	5
217.105	7
217.509	5
217.912	6
218.316	8
218.719	8
219.122	7
219.526	6
219.929	7
220.332	8
220.735	6
221.138	6
221.541	6
221.945	10
222.348	8
222.75	7
223.153	11
223.556	8
223.959	2
224.362	8
224.764	8
225.167	8
225.57	4
225.972	6
226.375	8
226.777	5
227.18	6
227.582	9
227.985	9
228.387	5
228.789	8
229.191	4
229.594	4
229.996	7
230.398	10
230.8	10
231.202	5
231.604	9
232.006	6
232.408	7
232.81	7
233.211	10
233.613	9
234.015	8
234.416	8
234.818	6
235.22	5
235.621	10
236.023	7
236.424	6
236.825	10
237.227	7
237.628	9
238.029	4
238.431	7
238.832	7
239.233	7
239.634	6
240.035	9
240.436	7
240.837	7
241.238	6
241.639	8
242.04	9
242.44	5
242.841	5
243.242	7
243.642	7
244.043	4
244.444	6
244.844	9
245.245	6
245.645	8
246.045	8
246.446	8
246.846	10
247.246	5
247.646	10
248.047	6
248.447	6
248.847	8
249.247	6
249.647	8
250.047	10
250.447	7
250.846	7
251.246	10
251.646	12
252.046	6
252.445	7
252.845	8
253.245	7
253.644	8
254.044	7
254.443	9
254.843	9
255.242	8
255.641	2
256.04	9
256.44	6
256.839	5
257.238	7
257.637	9
258.036	4
258.435	9
258.834	6
259.233	7
259.632	9
260.031	7
260.43	5
260.828	7
261.227	10
261.626	7
262.024	10
262.423	9
262.821	3
263.22	5
263.618	10
264.017	9
264.415	3
264.813	6
265.212	8
265.61	7
266.008	7
266.406	10
266.804	10
267.202	6
267.6	8
267.998	10
268.396	4
268.794	7
269.192	6
269.59	9
269.987	6
270.385	10
270.783	7
271.18	10
271.578	6
271.975	5
272.373	11
272.77	6
273.168	8
273.565	8
273.962	7
274.36	8
274.757	8
275.154	11
275.551	7
275.948	10
276.345	9
276.742	13
277.139	9
277.536	9
277.933	8
278.33	8
278.726	8
279.123	6
279.52	9
279.917	9
280.313	8
280.71	7
281.106	7
281.503	5
281.899	10
282.295	14
282.692	5
283.088	9
283.484	7
283.88	7
284.277	8
284.673	10
285.069	6
285.465	5
285.861	8
286.257	9
286.653	10
287.048	8
287.444	10
287.84	11
288.236	10
288.631	7
289.027	8
289.423	10
289.818	7
290.214	10
290.609	8
291.005	9
291.4	8
291.795	8
292.19	4
292.586	8
292.981	5
293.376	7
293.771	16
294.166	11
294.561	6
294.956	5
295.351	10
295.746	10
296.141	5
296.536	7
296.93	9
297.325	9
297.72	11
298.114	8
298.509	9
298.903	5
299.298	8
299.692	6
300.087	9
300.481	9
300.875	9
301.27	9
301.664	8
302.058	10
302.452	8
302.846	13
303.24	10
303.634	12
304.028	8
304.422	8
304.816	11
305.21	10
305.604	11
305.997	10
306.391	9
306.785	9
307.178	10
307.572	9
307.965	10
308.359	9
308.752	7
309.146	9
309.539	10
309.932	8
310.326	9
310.719	8
311.112	9
311.505	7
311.898	9
312.291	10
312.684	13
313.077	9
313.47	8
313.863	9
314.256	8
314.648	10
315.041	9
315.434	7
315.827	9
316.219	6
316.612	6
317.004	5
317.397	8
317.789	9
318.181	5
318.574	8
318.966	8
319.358	6
319.751	4
320.143	9
320.535	7
320.927	9
321.319	11
321.711	10
322.103	6
322.495	7
322.887	8
323.278	7
323.67	10
324.062	6
324.454	7
324.845	9
325.237	7
325.628	5
326.02	5
326.411	8
326.803	9
327.194	6
327.585	5
327.977	4
328.368	6
328.759	8
329.15	10
329.541	8
329.932	6
330.323	5
330.714	10
331.105	7
331.496	4
331.887	5
332.278	6
332.669	9
333.059	7
333.45	9
333.841	8
334.231	6
334.622	9
335.012	8
335.403	6
335.793	6
336.183	7
336.574	7
336.964	8
337.354	7
337.744	5
338.135	3
338.525	7
338.915	5
339.305	6
339.695	7
340.085	7
340.475	6
340.864	7
341.254	9
341.644	5
342.034	7
342.423	5
342.813	7
343.202	7
343.592	7
343.981	6
344.371	9
344.76	6
345.15	5
345.539	10
