50.882	2
51.303	2
51.725	1
52.146	2
52.567	0
52.989	0
53.41	-1
53.831	-1
54.252	-1
54.673	-2
55.094	1
55.515	-1
55.936	-3
56.357	1
56.778	0
57.198	-1
57.619	-1
58.04	2
58.46	-1
58.881	2
59.302	0
59.722	1
60.143	-1
60.563	-3
60.983	0
61.404	-1
61.824	-2
62.244	1
62.664	-1
63.085	-1
63.505	-2
63.925	1
64.345	-1
64.765	-1
65.185	2
65.605	-5
66.024	-2
66.444	-1
66.864	1
67.284	-1
67.703	2
68.123	0
68.543	0
68.962	-2
69.382	-1
69.801	-3
70.22	2
70.64	1
71.059	0
71.478	0
71.898	-2
72.317	0
72.736	0
73.155	1
73.574	-2
73.993	5
74.412	-1
74.831	0
75.25	-2
75.668	-1
76.087	1
76.506	1
76.925	1
77.343	1
77.762	-2
78.18	2
78.599	-1
79.017	4
79.436	-3
79.854	0
80.273	0
80.691	2
81.109	-1
81.527	2
81.945	2
82.364	2
82.782	-1
83.2	2
83.618	6
84.036	1
84.453	0
84.871	0
85.289	3
85.707	-1
86.124	-2
86.542	-1
86.96	-1
87.377	3
87.795	3
88.212	2
88.63	2
89.047	-1
89.465	6
89.882	1
90.299	4
90.716	0
91.133	1
91.551	5
91.968	3
92.385	5
92.802	3
93.219	-2
93.636	2
94.052	4
94.469	5
94.886	2
95.303	6
95.719	5
96.136	4
96.553	4
96.969	5
97.386	5
97.802	3
98.219	6
98.635	4
99.051	3
99.468	4
99.884	4
100.3	4
100.716	6
101.132	4
101.548	4
101.964	4
102.38	4
102.796	2
103.212	6
103.628	7
104.044	6
104.459	7
104.875	6
105.291	6
105.706	6
106.122	7
106.537	7
106.953	7
107.368	7
107.784	4
108.199	2
108.614	7
109.03	6
109.445	6
109.86	7
110.275	3
110.69	7
111.105	1
111.52	6
111.935	7
112.35	6
112.765	6
113.18	5
113.595	7
114.009	4
114.424	5
114.839	6
115.253	3
115.668	6
116.082	5
116.497	4
116.911	4
117.325	7
117.74	6
118.154	4
118.568	7
118.982	4
119.397	10
119.811	4
120.225	4
120.639	5
121.053	5
121.467	7
121.881	4
122.294	6
122.708	10
123.122	6
123.536	7
123.949	6
124.363	6
124.776	6
125.19	4
125.603	3
126.017	4
126.43	6
126.844	3
127.257	8
127.67	8
128.083	5
128.497	9
128.91	5
129.323	11
129.736	9
130.149	3
130.562	6
130.975	8
131.388	4
131.8	11
132.213	5
132.626	8
133.039	5
133.451	6
133.864	6
134.276	10
134.689	9
135.101	8
135.514	3
135.926	7
136.338	7
136.751	8
137.163	6
137.575	7
137.987	6
138.399	7
138.811	7
139.223	8
139.635	8
140.047	6
140.459	6
140.871	6
141.283	8
141.695	8
142.106	5
142.518	6
142.929	6
143.341	4
143.753	8
144.164	6
144.576	5
144.987	6
145.398	6
145.81	9
146.221	6
146.632	6
147.043	4
147.454	6
147.865	9
148.276	7
148.687	7
149.098	8
149.509	8
149.92	6
150.331	10
150.742	6
151.152	6
151.563	9
151.974	11
152.384	8
152.795	8
153.205	6
153.616	3
154.026	6
154.437	8
154.847	5
155.257	8
155.668	6
156.078	5
156.488	8
156.898	6
157.308	7
157.718	10
158.128	7
158.538	7
158.948	8
159.358	7
159.767	7
160.177	5
160.587	6
160.997	5
161.406	3
161.816	9
162.225	6
162.635	9
163.044	10
163.454	6
163.863	2
164.272	6
164.682	5
165.091	6
165.5	8
165.909	4
166.318	5
166.727	7
167.136	7
167.545	8
167.954	5
168.363	6
168.772	5
169.181	5
169.589	5
169.998	7
170.407	7
170.815	6
171.224	10
171.632	6
172.041	7
172.449	7
172.858	4
173.266	7
173.674	6
174.082	10
174.491	5
174.899	5
175.307	6
175.715	5
176.123	9
176.531	5
176.939	12
177.347	7
177.755	7
178.162	9
178.57	9
178.978	9
179.386	6
179.793	6
180.201	5
180.608	9
181.016	5
181.423	8
181.831	6
182.238	8
182.645	8
183.053	7
183.46	7
183.867	8
184.274	5
184.681	7
185.088	7
185.495	5
185.902	8
186.309	4
186.716	7
187.123	6
187.53	4
187.936	7
188.343	5
188.75	7
189.156	6
189.563	9
189.969	9
190.376	8
190.782	6
191.189	6
191.595	10
192.001	3
192.408	8
192.814	6
193.22	7
193.626	10
194.032	7
194.438	6
194.844	6
195.25	7
195.656	3
196.062	6
196.468	9
196.873	5
197.279	6
197.685	12
198.09	9
198.496	3
198.902	8
199.307	6
199.713	7
200.118	8
200.523	8
200.929	5
201.334	5
201.739	6
202.144	2
202.549	8
202.955	5
203.36	9
203.765	8
204.17	5
204.575	9
204.979	8
205.384	6
205.789	7
206.194	6
206.598	7
207.003	5
207.408	8
207.812	6
208.217	6
208.621	6
209.026	8
209.43	7
209.835	12
210.239	5
210.643	10
211.047	6
211.451	8
211.856	5
212.26	5
212.664	4
213.068	6
213.472	3
213.876	6
214.279	5
214.683	8
215.087	6
215.491	9
215.894	11
216.298	7
216.702	3
217.105	5
217.509	9
217.912	9
218.316	10
218.719	7
219.122	7
219.526	6
219.929	6
220.332	10
220.735	8
221.138	6
221.541	4
221.945	8
222.348	8
222.75	8
223.153	11
223.556	7
223.959	2
224.362	7
224.764	10
225.167	10
225.57	10
225.972	6
226.375	8
226.777	5
227.18	5
227.582	7
227.985	7
228.387	8
228.789	9
229.191	11
229.594	5
229.996	7
230.398	8
230.8	12
231.202	6
231.604	8
232.006	7
232.408	8
232.81	5
233.211	7
233.613	8
234.015	8
234.416	5
234.818	8
235.22	8
235.621	9
236.023	10
236.424	8
236.825	10
237.227	8
237.628	7
238.029	5
238.431	6
238.832	9
239.233	4
239.634	8
240.035	5
240.436	11
240.837	8
241.238	7
241.639	5
242.04	8
242.44	9
242.841	4
243.242	8
243.642	8
244.043	6
244.444	6
244.844	8
245.245	8
245.645	7
246.045	6
246.446	8
246.846	10
247.246	5
247.646	7
248.047	9
248.447	10
248.847	6
249.247	8
249.647	7
250.047	8
250.447	5
250.846	10
251.246	8
251.646	9
252.046	6
252.445	11
252.845	7
253.245	8
253.644	7
254.044	7
254.443	6
254.843	6
255.242	9
255.641	5
256.04	10
256.44	5
256.839	5
257.238	9
257.637	7
258.036	4
258.435	6
258.834	5
259.233	8
259.632	9
260.031	9
260.43	8
260.828	8
261.227	6
261.626	7
262.024	7
262.423	12
262.821	3
263.22	8
263.618	9
264.017	6
264.415	6
264.813	8
265.212	8
265.61	6
266.008	5
266.406	8
266.804	11
267.202	6
267.6	7
267.998	7
268.396	7
268.794	9
269.192	11
269.59	9
269.987	6
270.385	9
270.783	5
271.18	9
271.578	8
271.975	7
272.373	8
272.77	8
273.168	12
273.565	11
273.962	5
274.36	6
274.757	8
275.154	10
275.551	6
275.948	4
276.345	10
276.742	9
277.139	8
277.536	7
277.933	7
278.33	10
278.726	6
279.123	8
279.52	11
279.917	11
280.313	8
280.71	6
281.106	7
281.503	9
281.899	12
282.295	14
282.692	4
283.088	8
283.484	6
283.88	4
284.277	9
284.673	11
285.069	8
285.465	7
285.861	6
286.257	11
286.653	10
287.048	5
287.444	9
287.84	8
288.236	11
288.631	6
289.027	9
289.423	9
289.818	8
290.214	9
290.609	9
291.005	6
291.4	7
291.795	8
292.19	7
292.586	5
292.981	7
293.376	7
293.771	11
294.166	7
294.561	3
294.956	5
295.351	11
295.746	10
296.141	7
296.536	8
296.93	9
297.325	10
297.72	11
298.114	7
